0x575a969b,24.63,11,360,101.85,568
0x575a969d,25.19,10,399,101.96,563
0x575a969e,24.88,10,357,101.88,568
0x575a969f,24.94,10,363,101.90,563
0x575a96a1,25.00,10,443,101.90,564
0x575a96a3,25.06,10,537,101.92,564
0x575a96a4,25.13,10,396,101.93,564
0x575a96a6,25.25,10,447,101.96,567
0x575a96a8,24.75,10,399,101.85,563
0x575a96a9,24.88,11,378,101.87,564
0x575a96ab,25.06,11,394,101.92,566
0x575a96ac,25.06,10,429,101.91,564
0x575a96ad,24.88,11,362,101.87,564
0x575a96af,25.06,11,651,101.91,561
0x575a96b1,24.81,11,353,101.85,563
0x575a96b2,25.19,10,368,101.93,562
0x575a96b4,24.94,10,364,101.88,562
0x575a96b6,24.63,10,355,101.81,559
0x575a96b8,25.38,11,394,101.97,563
0x575a96b9,24.88,10,357,101.86,565
0x575a96bb,25.19,10,358,101.93,561
0x575a96bd,24.75,10,357,101.83,561
0x575a96be,24.81,10,488,101.85,558
0x575a96bf,24.94,10,360,101.87,561
0x575a96c1,25.06,11,382,101.89,561
0x575a96c2,25.06,10,400,101.89,562
0x575a96c4,24.94,10,365,101.87,560
0x575a96c6,25.00,11,504,101.88,561
0x575a96c6,25.06,9,498,101.89,563
0x575a96c8,25.00,9,466,101.88,561
0x575a96ca,25.00,9,369,101.87,562
0x575a96cc,25.06,10,405,101.89,56
0x575a96cd,25.06,10,351,101.89,557
0x575a96cf,25.19,9,366,101.92,559
0x575a96d1,25.06,10,360,101.89,56
0x575a96d2,24.75,9,371,101.83,559
0x575a96d4,25.06,10,362,101.88,55
0x575a96d5,24.94,9,366,101.86,557
0x575a96d6,25.19,11,544,101.91,55
0x575a96d8,25.06,10,479,101.88,561
0x575a96da,25.00,10,471,101.87,560
0x575a96da,24.94,10,464,101.87,557
0x575a96dc,24.75,9,452,101.81,560
0x575a96de,25.00,10,475,101.87,55
0x575a96e0,25.19,10,506,101.90,560
0x575a96e1,24.88,10,532,101.85,561
0x575a96e3,24.75,9,361,101.82,556
0x575a96e5,25.06,10,484,101.88,55
0x575a96e6,24.94,10,537,101.86,557
0x575a96e8,25.06,10,361,101.88,559
0x575a96ea,25.06,10,503,101.88,555
0x575a96ec,24.94,9,529,101.86,559
0x575a96ed,24.94,9,477,101.86,559
0x575a96ef,25.13,9,540,101.90,559
0x575a96f0,25.19,10,460,101.91,55
0x575a96f0,25.25,9,431,101.91,554
0x575a96f1,25.06,10,533,101.86,55
0x575a96f3,25.13,10,415,101.88,555
0x575a96f4,25.19,10,380,101.90,558
0x575a96f5,25.06,10,360,101.88,557
0x575a96f6,25.13,10,423,101.88,558
0x575a96f7,25.25,11,379,101.90,560
0x575a96f9,25.13,10,406,101.89,555
0x575a96fa,25.06,11,362,101.88,557
0x575a96fb,25.13,9,373,101.88,553
0x575a96fd,25.19,10,360,101.89,55
0x575a96ff,25.19,10,385,101.89,557
0x575a9700,25.31,10,391,101.92,555
0x575a9702,25.13,9,374,101.87,554
0x575a9704,25.25,11,427,101.91,55
0x575a9706,25.19,10,361,101.89,554
0x575a9707,25.25,10,381,101.90,555
0x575a9709,25.19,10,362,101.88,554
0x575a970b,25.13,9,358,101.88,557
0x575a970c,25.25,9,361,101.90,558
0x575a970d,25.13,10,364,101.88,55
0x575a970f,25.25,10,356,101.90,556
0x575a9710,25.19,10,355,101.88,552
0x575a9712,25.19,10,385,101.88,553
0x575a9714,25.38,10,359,101.93,557
0x575a9716,25.19,9,374,101.88,555
0x575a9716,25.38,10,368,101.91,55
0x575a9718,25.13,11,384,101.87,559
0x575a971a,25.13,10,375,101.86,557
0x575a971b,25.19,9,360,101.88,542
0x575a971c,25.13,10,400,101.87,55
0x575a971e,25.19,10,512,101.87,553
0x575a971f,25.25,10,358,101.89,555
0x575a9721,25.25,10,423,101.89,553
0x575a9722,25.19,10,384,101.88,553
0x575a9723,25.25,10,410,101.88,552
0x575a9725,25.38,10,362,101.91,555
0x575a9726,25.31,10,388,101.90,554
0x575a9726,25.31,10,361,101.89,551
0x575a9728,25.31,10,361,101.89,551
0x575a9729,25.31,10,360,101.89,551
0x575a972b,25.38,10,358,101.90,549
0x575a972c,25.19,10,362,101.87,552
0x575a972e,25.25,10,361,101.89,549
0x575a972f,25.31,10,358,101.90,548
0x575a9730,25.38,10,362,101.90,554
0x575a9732,25.38,9,357,101.90,549
0x575a9734,25.38,10,368,101.90,55
0x575a9735,25.38,10,357,101.90,550
0x575a9737,25.31,10,359,101.88,549
0x575a9739,25.25,9,379,101.88,551
0x575a973a,25.38,10,376,101.90,55
0x575a973b,25.31,10,362,101.88,552
0x575a973d,25.38,11,388,101.89,551
0x575a973e,25.31,11,483,101.88,548
0x575a9740,25.31,10,515,101.88,548
0x575a9742,25.38,9,429,101.89,551
0x575a9743,25.38,10,363,101.89,55
0x575a9744,25.38,9,386,101.89,550
0x575a9746,25.31,10,361,101.88,55
0x575a9747,25.31,9,368,101.88,548
0x575a9748,25.38,10,359,101.89,54
0x575a974a,25.31,10,377,101.88,550
0x575a974c,25.38,11,543,101.89,546
0x575a974d,25.38,10,368,101.89,548
0x575a974f,25.38,9,520,101.89,547
0x575a9750,25.31,10,441,101.89,54
0x575a9750,25.38,9,363,101.88,550
0x575a9752,25.50,10,381,101.91,54
0x575a9754,25.38,10,357,101.90,549
0x575a9756,25.38,10,384,101.89,548
0x575a9757,25.38,10,535,101.89,550
0x575a9759,25.31,10,380,101.88,548
0x575a975b,25.38,10,414,101.90,546
0x575a975c,25.31,9,394,101.89,546
0x575a975e,25.38,10,365,101.89,54
0x575a9760,25.38,10,402,101.89,547
0x575a9761,25.31,10,531,101.88,547
0x575a9763,25.25,10,369,101.87,545
0x575a9765,25.38,10,419,101.89,545
0x575a9767,25.38,10,486,101.89,550
0x575a9768,25.38,9,401,101.89,545
0x575a976a,25.38,11,539,101.89,54
0x575a976c,25.44,10,429,101.90,544
0x575a976d,25.31,10,361,101.88,547
0x575a976f,25.38,10,368,101.88,548
0x575a9771,25.38,10,359,101.89,545
0x575a9772,25.38,14,368,101.89,546
0x575a9774,25.44,9,378,101.90,548
0x575a9776,25.38,10,417,101.89,54
0x575a9778,25.38,11,430,101.89,543
0x575a9779,25.44,10,361,101.90,548
0x575a977b,25.38,10,361,101.89,548
0x575a977d,25.44,10,371,101.90,546
0x575a977e,25.31,11,531,101.87,542
0x575a9780,25.44,10,397,101.90,545
0x575a9781,25.44,10,502,101.90,546
0x575a9782,25.44,10,528,101.89,545
0x575a9783,25.25,10,480,101.86,544
0x575a9785,25.38,9,465,101.88,544
0x575a9785,25.38,10,498,101.89,54
0x575a9787,25.44,10,541,101.89,504
0x575a9788,25.44,10,375,101.90,544
0x575a978a,25.50,10,482,101.90,545
0x575a978b,25.38,10,530,101.89,547
0x575a978d,25.38,10,517,101.89,546
0x575a978f,25.44,9,409,101.90,544
0x575a9790,25.50,10,407,101.92,54
0x575a9791,25.44,11,362,101.90,546
0x575a9793,25.44,11,365,101.90,546
0x575a9793,25.44,10,381,101.90,545
0x575a9795,25.50,10,360,101.90,543
0x575a9797,25.44,10,360,101.89,544
0x575a9797,25.38,10,365,101.89,544
0x575a9798,25.56,9,362,101.92,547
0x575a979a,25.44,10,357,101.89,54
0x575a979a,25.44,10,356,101.90,546
0x575a979c,25.44,9,361,101.90,548
0x575a979d,25.44,10,358,101.89,54
0x575a979f,25.50,10,358,101.91,547
0x575a979f,25.50,10,355,101.91,544
0x575a97a1,25.44,10,362,101.89,543
0x575a97a3,25.44,9,355,101.89,543
0x575a97a4,25.50,10,361,101.90,54
0x575a97a6,25.44,10,358,101.90,547
0x575a97a7,25.44,11,357,101.89,546
0x575a97a8,25.44,10,435,101.88,545
0x575a97aa,25.44,10,512,101.90,548
0x575a97ac,25.38,11,365,101.89,545
0x575a97ad,25.44,10,364,101.90,545
0x575a97af,25.50,10,441,101.90,547
0x575a97b0,25.31,11,400,101.87,543
0x575a97b1,25.44,10,511,101.89,544
0x575a97b1,25.44,10,498,101.89,545
0x575a97b3,25.50,10,533,101.90,544
0x575a97b5,25.50,7,412,101.91,544
0x575a97b6,25.44,10,365,101.89,54
0x575a97b8,25.38,10,530,101.89,545
0x575a97ba,25.44,10,422,101.89,542
0x575a97ba,25.31,10,447,101.87,544
0x575a97bc,25.50,10,553,101.90,546
0x575a97bd,25.38,10,470,101.88,542
0x575a97be,25.38,10,434,101.88,545
0x575a97c0,25.31,8,386,101.87,544
0x575a97c2,25.38,10,524,101.89,54
0x575a97c4,25.44,9,425,101.90,543
0x575a97c5,25.44,9,464,101.89,547
0x575a97c7,25.44,11,385,101.89,54
0x575a97c9,25.38,10,369,101.88,542
0x575a97ca,25.44,10,405,101.89,544
0x575a97cc,25.50,10,371,101.89,544
0x575a97ce,25.44,10,531,101.89,541
0x575a97cf,25.44,10,568,101.89,543
0x575a97d1,25.44,10,460,101.89,543
0x575a97d3,25.63,10,462,101.92,543
0x575a97d4,25.44,11,370,101.89,541
0x575a97d5,25.31,11,363,101.87,542
0x575a97d7,25.44,10,400,101.89,540
0x575a97d8,25.38,10,410,101.88,541
0x575a97d9,25.50,11,539,101.90,542
0x575a97db,25.50,11,359,101.90,542
0x575a97dd,25.44,10,361,101.89,542
0x575a97dd,25.44,10,563,101.90,543
0x575a97de,25.50,10,375,101.89,543
0x575a97e0,25.50,9,373,101.89,545
0x575a97e1,25.50,11,438,101.90,54
0x575a97e2,25.44,10,395,101.89,545
0x575a97e3,25.50,10,474,101.90,545
0x575a97e4,25.56,10,362,101.90,545
0x575a97e5,25.50,9,361,101.90,543
0x575a97e7,25.56,10,362,101.91,54
0x575a97e8,25.50,10,360,101.90,543
0x575a97ea,25.50,10,356,101.90,541
0x575a97ec,25.50,10,355,101.89,542
0x575a97ed,25.50,14,364,101.89,544
0x575a97ef,25.56,9,360,101.90,539
0x575a97f1,25.56,10,369,101.90,54
0x575a97f3,25.50,9,384,101.90,541
0x575a97f4,25.50,10,363,101.90,54
0x575a97f5,25.44,11,366,101.89,543
0x575a97f7,25.56,10,360,101.89,541
0x575a97f8,25.56,10,372,101.90,540
0x575a97fa,25.56,10,363,101.89,541
0x575a97fc,25.56,9,366,101.90,543
0x575a97fd,25.56,10,369,101.90,53
0x575a97ff,25.50,10,371,101.89,541
0x575a9800,25.69,10,360,101.91,537
0x575a9802,25.56,10,358,101.88,538
0x575a9802,25.63,10,374,101.90,543
0x575a9803,25.63,9,387,101.89,542
0x575a9805,25.63,10,361,101.90,54
0x575a9806,25.56,10,459,101.89,542
0x575a9808,25.63,10,465,101.90,538
0x575a980a,25.63,10,505,101.90,542
0x575a980c,25.63,9,461,101.90,542
0x575a980d,25.56,10,463,101.89,54
0x575a980f,25.63,10,584,101.90,541
0x575a9811,25.63,10,522,101.89,536
0x575a9812,25.56,11,499,101.89,539
0x575a9814,25.56,10,532,101.89,539
0x575a9816,25.63,10,477,101.89,539
0x575a9817,25.56,11,495,101.89,536
0x575a9819,25.56,10,467,101.89,540
0x575a981b,25.63,10,453,101.90,539
0x575a981d,25.56,10,531,101.89,541
0x575a981e,25.69,11,490,101.91,538
0x575a9820,25.63,10,535,101.90,538
0x575a9821,25.63,9,541,101.90,541
0x575a9822,25.69,10,378,101.90,54
0x575a9824,25.69,10,378,101.90,541
0x575a9826,25.63,10,376,101.90,539
0x575a9827,25.63,10,364,101.90,539
0x575a9829,25.69,9,386,101.90,537
0x575a982a,25.69,9,364,101.90,538
0x575a982b,25.69,9,400,101.91,539
0x575a982d,25.69,9,363,101.91,537
0x575a982f,25.69,9,359,101.90,536
0x575a9830,25.69,10,362,101.90,54
0x575a9831,25.69,10,361,101.90,539
0x575a9833,25.69,11,362,101.90,535
0x575a9834,25.69,10,363,101.90,538
0x575a9834,25.69,10,531,101.90,538
0x575a9836,25.75,9,472,101.91,540
0x575a9838,25.69,10,368,101.90,53
0x575a9838,25.69,10,428,101.90,537
0x575a9839,25.75,9,446,101.91,539
0x575a983b,25.69,10,514,101.90,53
0x575a983c,25.69,10,544,101.90,536
0x575a983e,25.63,10,492,101.89,538
0x575a9840,25.69,10,533,101.91,539
0x575a9842,25.63,10,528,101.89,541
0x575a9843,25.69,10,462,101.90,537
0x575a9845,25.69,10,461,101.90,537
0x575a9847,25.69,10,464,101.90,537
0x575a9848,25.69,9,497,101.90,537
0x575a984a,25.69,10,349,101.90,53
0x575a984c,25.69,10,361,101.90,536
0x575a984d,25.69,10,448,101.90,536
0x575a984e,25.69,10,468,101.91,537
0x575a9850,25.75,9,429,101.90,537
0x575a9852,25.69,10,543,101.90,53
0x575a9853,25.75,10,426,101.91,537
0x575a9855,25.69,10,419,101.90,537
0x575a9856,25.69,10,483,101.90,539
0x575a9857,25.75,9,362,101.90,537
0x575a9858,25.75,11,379,101.90,53
0x575a985a,25.75,10,402,101.91,536
0x575a985b,25.75,9,536,101.90,537
0x575a985c,25.69,10,468,101.89,53
0x575a985e,25.75,11,529,101.90,535
0x575a985e,25.75,9,520,101.90,534
0x575a9860,25.75,10,536,101.90,53
0x575a9862,25.75,9,446,101.91,538
0x575a9863,25.75,11,537,101.91,53
0x575a9865,25.75,9,442,101.90,540
0x575a9867,25.75,10,368,101.90,53
0x575a9869,25.75,10,466,101.90,540
0x575a986a,25.75,9,463,101.90,537
0x575a986c,25.75,10,503,101.91,54
0x575a986e,25.75,10,480,101.91,535
0x575a986f,25.75,10,457,101.90,539
0x575a9871,25.69,10,384,101.89,536
0x575a9873,25.75,10,419,101.90,537
0x575a9874,25.69,10,498,101.90,535
0x575a9876,25.75,9,483,101.91,536
0x575a9878,25.75,9,531,101.90,537
0x575a987a,25.75,9,503,101.90,536
0x575a987a,25.75,11,547,101.91,53
0x575a987c,25.81,11,455,101.91,535
0x575a987d,25.75,10,430,101.90,490
0x575a987e,25.81,10,378,101.91,535
0x575a9880,25.81,11,487,101.91,533
0x575a9882,25.75,9,516,101.90,536
0x575a9883,25.75,9,481,101.90,536
0x575a9885,25.75,10,381,101.90,53
0x575a9887,25.75,10,360,101.90,532
0x575a9889,25.81,10,357,101.91,536
0x575a988a,25.75,10,361,101.90,534
0x575a988c,25.75,11,506,101.90,537
0x575a988e,25.69,10,455,101.89,532
0x575a988f,25.81,10,540,101.91,533
0x575a9890,25.75,10,467,101.90,534
0x575a9892,25.81,10,479,101.91,536
0x575a9892,25.69,9,447,101.89,535
0x575a9894,25.81,9,542,101.91,536
0x575a9896,25.75,9,361,101.90,537
0x575a9897,25.75,9,359,101.90,534
0x575a9899,25.75,10,360,101.89,53
0x575a989a,25.75,11,367,101.90,536
0x575a989c,25.81,11,365,101.91,536
0x575a989d,25.81,10,367,101.90,504
0x575a989e,25.75,9,360,101.90,535
0x575a989f,25.81,11,362,101.91,53
0x575a98a0,25.81,9,367,101.91,537
0x575a98a2,25.81,9,366,101.90,532
0x575a98a3,25.81,10,397,101.90,53
0x575a98a4,25.81,11,365,101.91,534
0x575a98a6,25.75,10,362,101.90,531
0x575a98a8,25.81,9,353,101.90,536
0x575a98a9,25.75,9,369,101.90,538
0x575a98ab,25.81,9,361,101.90,531
0x575a98ad,25.69,9,363,101.88,533
0x575a98ad,26.00,9,365,101.94,534
0x575a98af,25.81,10,410,101.90,53
0x575a98b0,25.75,10,358,101.89,532
0x575a98b1,25.88,11,363,101.91,533
0x575a98b3,25.75,9,356,101.89,537
0x575a98b6,25.88,10,509,101.92,53
0x575a98b6,25.75,10,421,101.89,532
0x575a98b8,25.88,10,505,101.91,537
0x575a98ba,25.88,10,439,101.91,533
0x575a98bc,25.88,9,508,101.92,533
0x575a98bd,25.81,10,477,101.90,53
0x575a98bf,25.81,11,456,101.90,530
0x575a98c1,25.81,10,517,101.91,530
0x575a98c2,25.81,10,388,101.90,535
0x575a98c4,25.81,11,551,101.91,532
0x575a98c6,25.81,10,359,101.90,534
0x575a98c7,25.88,9,389,101.91,534
0x575a98c8,25.81,9,498,101.90,536
0x575a98ca,25.88,10,470,101.91,53
0x575a98cc,25.88,11,507,101.91,532
0x575a98cc,25.81,9,527,101.90,535
0x575a98ce,25.88,10,389,101.90,53
0x575a98d0,25.88,10,427,101.90,530
0x575a98d1,25.88,10,535,101.91,530
0x575a98d3,25.88,10,450,101.90,529
0x575a98d5,25.94,10,442,101.91,533
0x575a98d6,25.88,10,358,101.90,533
0x575a98d7,25.75,10,543,101.88,532
0x575a98d9,25.88,9,392,101.90,531
0x575a98da,25.88,10,531,101.90,53
0x575a98db,25.88,10,470,101.91,530
0x575a98dc,25.88,10,526,101.90,532
0x575a98dc,25.88,10,490,101.90,535
0x575a98de,25.94,10,447,101.90,532
0x575a98e0,25.94,10,428,101.91,533
0x575a98e2,25.88,7,490,101.90,534
0x575a98e3,25.88,10,534,101.90,53
0x575a98e5,25.88,9,441,101.90,532
0x575a98e7,25.88,10,393,101.90,52
0x575a98e8,25.81,10,456,101.89,534
0x575a98ea,25.88,10,455,101.91,531
0x575a98ec,25.88,10,436,101.90,530
0x575a98ed,25.88,10,512,101.90,534
0x575a98ef,25.88,10,455,101.91,533
0x575a98f1,25.88,10,391,101.90,530
0x575a98f3,25.88,10,523,101.91,529
0x575a98f4,25.81,10,400,101.90,532
0x575a98f6,25.81,9,381,101.90,534
0x575a98f8,25.88,10,367,101.90,53
0x575a98f8,25.94,9,365,101.92,531
0x575a98fa,25.94,10,451,101.91,52
0x575a98fc,25.88,10,416,101.91,531
0x575aa18d,25.88,9,370,101.90,528
0x575aa18f,26.69,10,355,101.92,52
0x575aa191,26.75,8,373,101.93,524
0x575aa192,26.69,9,370,101.92,524
0x575aa193,26.69,10,356,101.92,52
0x575aa195,26.75,10,360,101.93,524
0x575aa195,26.69,9,363,101.92,525
0x575aa197,26.75,9,356,101.93,526
0x575aa199,26.75,8,358,101.93,527
0x575aa19b,26.69,9,398,101.92,522
0x575aa19c,26.75,9,359,101.93,528
0x575aa19e,26.69,10,363,101.92,52
0x575aa1a0,26.75,9,378,101.93,526
0x575aa1a1,26.75,9,539,101.93,526
0x575aa1a3,26.69,10,508,101.92,52
0x575aa1a5,26.75,9,359,101.93,527
0x575aa1a6,26.75,9,360,101.93,522
0x575aa1a6,26.75,9,361,101.93,523
0x575aa1a7,26.75,9,474,101.92,526
0x575aa1a8,26.81,8,532,101.93,523
0x575aa1a9,26.75,9,394,101.92,524
0x575aa1ab,26.69,9,375,101.92,523
0x575aa1ad,26.75,9,430,101.93,522
0x575aa1ae,26.75,9,423,101.93,523
0x575aa1b0,26.75,9,506,101.94,522
0x575aa1b2,26.63,9,375,101.91,525
0x575aa1b3,26.69,8,417,101.93,522
0x575aa1b5,26.69,9,362,101.93,525
0x575aa1b7,26.56,9,448,101.91,524
0x575aa1b9,26.63,9,376,101.92,523
0x575aa1ba,26.69,9,539,101.92,528
0x575aa1bc,26.69,9,511,101.93,522
0x575aa1be,26.69,10,467,101.93,52
0x575aa1bf,26.56,9,402,101.91,528
0x575aa1c0,26.56,9,432,101.92,545
0x575aa1c1,26.69,9,509,101.93,528
0x575aa1c2,26.69,9,471,101.93,526
0x575aa1c4,26.69,10,524,101.93,52
0x575aa1c5,26.56,9,525,101.91,524
0x575aa1c7,26.63,10,485,101.91,52
0x575aa1c8,26.69,10,532,101.93,527
0x575aa1c9,26.69,9,377,101.93,525
0x575aa1cb,26.69,9,447,101.92,526
0x575aa1cc,26.63,10,468,101.92,52
0x575aa1ce,26.63,9,527,101.92,524
0x575aa1d0,26.69,9,497,101.94,525
0x575aa1d1,26.63,9,523,101.92,524
0x575aa1d3,26.75,8,448,101.94,528
0x575aa1d5,26.69,9,520,101.93,525
0x575aa1d6,26.69,9,412,101.93,524
0x575aa1d8,26.63,9,527,101.92,527
0x575aa1da,26.69,9,496,101.93,526
0x575aa1dc,26.69,9,454,101.93,523
0x575aa1dd,26.69,8,491,101.93,525
0x575aa1df,26.75,9,535,101.94,523
0x575aa1e1,26.63,8,505,101.92,524
0x575aa1e2,26.63,9,531,101.92,525
0x575aa1e4,26.75,9,422,101.94,527
0x575aa1e6,26.63,9,361,101.92,528
0x575aa1e7,26.69,10,362,101.93,52
0x575aa1e9,26.63,9,388,101.92,520
0x575aa1eb,26.63,9,376,101.93,522
0x575aa1ed,26.63,10,388,101.93,52
0x575aa1ee,26.63,10,533,101.93,521
0x575aa1f0,26.56,10,377,101.92,524
0x575aa1f2,26.56,9,515,101.93,523
0x575aa1f2,26.63,8,520,101.94,519
0x575aa1f4,26.50,9,524,101.91,521
